Ontology ID	Ancestor	Ancestor Name
MP_0002399	MP_0005380	embryo phenotype
MP_0005222	MP_0005380	embryo phenotype
MP_0011837	MP_0005380	embryo phenotype
MP_0011531	MP_0005380	embryo phenotype
MP_0010355	MP_0005380	embryo phenotype
MP_0013265	MP_0005380	embryo phenotype
MP_0000933	MP_0005380	embryo phenotype
MP_0012784	MP_0005380	embryo phenotype
MP_0012818	MP_0005380	embryo phenotype
MP_0012746	MP_0005380	embryo phenotype
MP_0009330	MP_0005380	embryo phenotype
MP_0006340	MP_0005380	embryo phenotype
MP_0013005	MP_0005380	embryo phenotype
MP_0001701	MP_0005380	embryo phenotype
MP_0012752	MP_0005380	embryo phenotype
MP_0012100	MP_0005380	embryo phenotype
MP_0010039	MP_0005380	embryo phenotype
MP_0011183	MP_0005380	embryo phenotype
MP_0004257	MP_0005380	embryo phenotype
MP_0012183	MP_0005380	embryo phenotype
MP_0004575	MP_0005380	embryo phenotype
MP_0003403	MP_0005380	embryo phenotype
MP_0009075	MP_0005380	embryo phenotype
MP_0013266	MP_0005380	embryo phenotype
MP_0012801	MP_0005380	embryo phenotype
MP_0006345	MP_0005380	embryo phenotype
MP_0012098	MP_0005380	embryo phenotype
MP_0012813	MP_0005380	embryo phenotype
MP_0001690	MP_0005380	embryo phenotype
MP_0008932	MP_0005380	embryo phenotype
MP_0030335	MP_0005380	embryo phenotype
MP_0012112	MP_0005380	embryo phenotype
MP_0003895	MP_0005380	embryo phenotype
MP_0020831	MP_0005380	embryo phenotype
MP_0010038	MP_0005380	embryo phenotype
MP_0005223	MP_0005380	embryo phenotype
MP_0013851	MP_0005380	embryo phenotype
MP_0012710	MP_0005380	embryo phenotype
MP_0011260	MP_0005380	embryo phenotype
MP_0012272	MP_0005380	embryo phenotype
MP_0009783	MP_0005380	embryo phenotype
MP_0005657	MP_0005380	embryo phenotype
MP_0003445	MP_0005380	embryo phenotype
MP_0012759	MP_0005380	embryo phenotype
MP_0012119	MP_0005380	embryo phenotype
MP_0012116	MP_0005380	embryo phenotype
MP_0012757	MP_0005380	embryo phenotype
MP_0004180	MP_0005380	embryo phenotype
MP_0011206	MP_0005380	embryo phenotype
MP_0012184	MP_0005380	embryo phenotype
MP_0011261	MP_0005380	embryo phenotype
MP_0008803	MP_0005380	embryo phenotype
MP_0004838	MP_0005380	embryo phenotype
MP_0012802	MP_0005380	embryo phenotype
MP_0012305	MP_0005380	embryo phenotype
MP_0010642	MP_0005380	embryo phenotype
MP_0012814	MP_0005380	embryo phenotype
MP_0013230	MP_0005380	embryo phenotype
MP_0012058	MP_0005380	embryo phenotype
MP_0011732	MP_0005380	embryo phenotype
MP_0030336	MP_0005380	embryo phenotype
MP_0012788	MP_0005380	embryo phenotype
MP_0004921	MP_0005380	embryo phenotype
MP_0012113	MP_0005380	embryo phenotype
MP_0010048	MP_0005380	embryo phenotype
MP_0011191	MP_0005380	embryo phenotype
MP_0001724	MP_0005380	embryo phenotype
MP_0013232	MP_0005380	embryo phenotype
MP_0003954	MP_0005380	embryo phenotype
MP_0011851	MP_0005380	embryo phenotype
MP_0000932	MP_0005380	embryo phenotype
MP_0030607	MP_0005380	embryo phenotype
MP_0014017	MP_0005380	embryo phenotype
MP_0012099	MP_0005380	embryo phenotype
MP_0010356	MP_0005380	embryo phenotype
MP_0008784	MP_0005380	embryo phenotype
MP_0012750	MP_0005380	embryo phenotype
MP_0011262	MP_0005380	embryo phenotype
MP_0004388	MP_0005380	embryo phenotype
MP_0009692	MP_0005380	embryo phenotype
MP_0009843	MP_0005380	embryo phenotype
MP_0030312	MP_0005380	embryo phenotype
MP_0012753	MP_0005380	embryo phenotype
MP_0005650	MP_0005380	embryo phenotype
MP_0004188	MP_0005380	embryo phenotype
MP_0012131	MP_0005380	embryo phenotype
MP_0004259	MP_0005380	embryo phenotype
MP_0012532	MP_0005380	embryo phenotype
MP_0011198	MP_0005380	embryo phenotype
MP_0012803	MP_0005380	embryo phenotype
MP_0010643	MP_0005380	embryo phenotype
MP_0012815	MP_0005380	embryo phenotype
MP_0011199	MP_0005380	embryo phenotype
MP_0012670	MP_0005380	embryo phenotype
MP_0030337	MP_0005380	embryo phenotype
MP_0003693	MP_0005380	embryo phenotype
MP_0006301	MP_0005380	embryo phenotype
MP_0012093	MP_0005380	embryo phenotype
MP_0012739	MP_0005380	embryo phenotype
MP_0001725	MP_0005380	embryo phenotype
MP_0030975	MP_0005380	embryo phenotype
MP_0004710	MP_0005380	embryo phenotype
MP_0011184	MP_0005380	embryo phenotype
MP_0009245	MP_0005380	embryo phenotype
MP_0013003	MP_0005380	embryo phenotype
MP_0011255	MP_0005380	embryo phenotype
MP_0012274	MP_0005380	embryo phenotype
MP_0004837	MP_0005380	embryo phenotype
MP_0006347	MP_0005380	embryo phenotype
MP_0012761	MP_0005380	embryo phenotype
MP_0004190	MP_0005380	embryo phenotype
MP_0012117	MP_0005380	embryo phenotype
MP_0013006	MP_0005380	embryo phenotype
MP_0020833	MP_0005380	embryo phenotype
MP_0020515	MP_0005380	embryo phenotype
MP_0014134	MP_0005380	embryo phenotype
MP_0011208	MP_0005380	embryo phenotype
MP_0012528	MP_0005380	embryo phenotype
MP_0012805	MP_0005380	embryo phenotype
MP_0010644	MP_0005380	embryo phenotype
MP_0001710	MP_0005380	embryo phenotype
MP_0014585	MP_0005380	embryo phenotype
MP_0011186	MP_0005380	embryo phenotype
MP_0000923	MP_0005380	embryo phenotype
MP_0030338	MP_0005380	embryo phenotype
MP_0012792	MP_0005380	embryo phenotype
MP_0001721	MP_0005380	embryo phenotype
MP_0008926	MP_0005380	embryo phenotype
MP_0013504	MP_0005380	embryo phenotype
MP_0012740	MP_0005380	embryo phenotype
MP_0002884	MP_0005380	embryo phenotype
MP_0013241	MP_0005380	embryo phenotype
MP_0004260	MP_0005380	embryo phenotype
MP_0012162	MP_0005380	embryo phenotype
MP_0002663	MP_0005380	embryo phenotype
MP_0003826	MP_0005380	embryo phenotype
MP_0004711	MP_0005380	embryo phenotype
MP_0011189	MP_0005380	embryo phenotype
MP_0012492	MP_0005380	embryo phenotype
MP_0012749	MP_0005380	embryo phenotype
MP_0001695	MP_0005380	embryo phenotype
MP_0030538	MP_0005380	embryo phenotype
MP_0012275	MP_0005380	embryo phenotype
MP_0012195	MP_0005380	embryo phenotype
MP_0012120	MP_0005380	embryo phenotype
MP_0014137	MP_0005380	embryo phenotype
MP_0030534	MP_0005382	craniofacial phenotype
MP_0030353	MP_0005382	craniofacial phenotype
MP_0004475	MP_0005382	craniofacial phenotype
MP_0000446	MP_0005382	craniofacial phenotype
MP_0030323	MP_0005382	craniofacial phenotype
MP_0000455	MP_0005382	craniofacial phenotype
MP_0030317	MP_0005382	craniofacial phenotype
MP_0031622	MP_0005382	craniofacial phenotype
